"","Method.a","Method.b","Method.c","Method.d","Method.e"
"1",0.396273845845719,0.303190006664392,0.281486066631173,0.291193401285825,0.315576928194744
"2",0.363788081801172,0.294386469734413,0.273499919061217,0.290792497550331,0.3126463013419
"3",0.300462733369135,0.30091138900374,0.281455334473895,0.266813157473087,0.321167812103936
"4",0.416029015911452,0.29871693810682,0.281041566745165,0.272956038879372,0.302204335252055
"5",0.415063055198283,0.3415805365868,0.308635094611543,0.291721827875304,0.386931247081286
"6",0.311089743324161,0.263565736336207,0.234438330077136,0.244188799446693,0.260977669401032
"7",0.395073751827229,0.294321707380692,0.270198410793439,0.282383633218999,0.308419474353471
"8",0.346535014001172,0.282639891768717,0.260970667500028,0.244382071765614,0.300846079792788
"9",0.319618468668241,0.270817641200455,0.256291749986963,0.258019481227755,0.267056331676124
"10",0.346017715044213,0.273858883785793,0.258239260696442,0.249048695228709,0.292437100113562
"11",0.43055684299982,0.353647933937982,0.308622626422185,0.29713904186662,0.385494407157843
"12",0.365693658007906,0.313592199292792,0.278694694221929,0.292702415605881,0.359463675630729
"13",0.358637539270679,0.293966839470053,0.273227215112338,0.24858931497676,0.29645305659136
"14",0.354848532302174,0.274604738672377,0.248291660136162,0.256223773180605,0.327775996772553
"15",0.368527371753249,0.313128927973287,0.284933425159766,0.280235433206214,0.372908446982191
"16",0.303612131094954,0.251518802986792,0.238969818735896,0.227189743962547,0.282729704368875
"17",0.467924462530875,0.367971909405139,0.326227713252728,0.328823552344287,0.444221320705502
"18",0.41029584320558,0.285285948043851,0.257743726618203,0.29244793454203,0.333499384457833
"19",0.413816281200525,0.312452618407956,0.291505035063121,0.284320763904032,0.333145921572096
"20",0.415392082402067,0.300562512362562,0.288717349168902,0.285273400339032,0.312332436299741
"21",0.381121069110251,0.334830127202368,0.289051208718459,0.31240986409328,0.364589602749057
"22",0.381049641505661,0.31852084852649,0.298698264401374,0.291127749095089,0.321164223005532
"23",0.412586329107644,0.338714046224811,0.307554999658386,0.305799521851503,0.344781784115313
"24",0.44135126234808,0.332597434053438,0.297526711094427,0.290273940207226,0.346673228885069
"25",0.350131380466175,0.297237915829421,0.282795557761469,0.266170630921532,0.287638848958794
"26",0.361270324497372,0.290315664844655,0.2756426696786,0.268101783133923,0.298621627604734
"27",0.48152053107534,0.338360569377315,0.304768707523283,0.292920492766681,0.374995359786905
"28",0.358922477476786,0.280666945002452,0.269229928670569,0.265064968237485,0.290980694782396
"29",0.385887251922546,0.318712114415577,0.292156545177498,0.281409475977325,0.317888841164449
"30",0.3469419560562,0.302168899891127,0.286348718963438,0.271803184089249,0.331207830277533
"31",0.36822971825117,0.288074534575026,0.277953995268637,0.2762435698755,0.285617216037135
"32",0.384172480266373,0.294358397922823,0.273063281149282,0.279939279617533,0.313521824585418
"33",0.468234006123593,0.331407995326791,0.303949880885683,0.317337365862027,0.371238986323333
"34",0.447346017658355,0.332778264462072,0.299566355191266,0.298919841199518,0.357700603986607
"35",0.405371210613212,0.321675826857967,0.29888333250388,0.303865679821088,0.352473390284511
"36",0.364562026931974,0.313588224459594,0.296271383968437,0.291918040679239,0.343637525389372
"37",0.341511514367608,0.289646561409984,0.263550855540745,0.262766196739375,0.31798777432914
"38",0.350916098746639,0.275015358239525,0.239236513881766,0.268009268414659,0.313577067138465
"39",0.317180870325326,0.295287246826532,0.28005260098105,0.245612944428609,0.317179360681009
"40",0.409409829333801,0.281655057331767,0.23532118033556,0.275824142731895,0.295195718836153
"41",0.340123561851496,0.300497559062563,0.268223990983581,0.258724275450055,0.357184425886451
"42",0.341759871632301,0.291959788602214,0.281029894160774,0.285772286455777,0.322901054049312
"43",0.362131064322195,0.297150973014213,0.276892455775483,0.269321409654434,0.317890835317904
"44",0.437608446015829,0.312096310776163,0.29202490606747,0.261187860067202,0.311471499161495
"45",0.388858699771744,0.288797204224011,0.267783598424065,0.269925286515394,0.299983617549863
"46",0.402668006645355,0.308791832410878,0.28232410413835,0.299705020994165,0.361903574532452
"47",0.391196482954763,0.307951377543812,0.290267093969208,0.278210137520387,0.3199593281661
"48",0.455731281579649,0.314966466934123,0.284857075508352,0.292530651271766,0.370237167254102
"49",0.347649035788757,0.267774310054053,0.247878486722267,0.246940443392118,0.289998012316404
"50",0.378099796004483,0.300085031571505,0.269465046642925,0.268275384234238,0.323037666079965
