"","Method.a","Method.b","Method.c","Method.d","Method.e"
"1",0.813825496748729,0.862566919794997,0.690643505974849,0.782570496462076,0.833686628886205
"2",0.216276510416205,0.490921634100547,0.428530197485571,0.71776563052539,0.51782949731687
"3",0.863119257848173,1.18362951913124,1.03655387797851,1.34981756833273,1.30910442536859
"4",1.31699223088259,1.21769257500005,1.04838192657635,1.32133420379904,1.43861721713184
"5",1.49004862814122,1.06590897649821,0.678728282680526,1.41445821116768,1.39207210700446
"6",1.19379432710049,0.98406713238118,0.794812735707352,1.18865621721676,1.06190856171031
"7",1.42691065695103,1.23769680058737,1.06000213348394,1.06315433628137,1.12237151070556
"8",0.845968978309592,1.09263289689923,1.17310673864415,1.3077446530083,1.14038199569708
"9",0.736320080775141,0.491814174730372,0.532819784384972,0.689357048068636,0.645279046754515
"10",0.770406847518512,0.900997329088713,0.654038560080756,0.923644950979324,0.943101989898368
"11",0.619283792556204,0.713261979598049,0.755572649780495,1.3248604659103,0.759506696796459
"12",0.607842816574462,0.64710702059216,0.552585838332073,0.0879039544007518,0.764560713232168
"13",1.56435225390287,1.00693281151874,0.852846934676031,1.28242343208488,1.16750510822219
"14",0.0403390194627358,0.301647749525253,0.185134475803514,0.0162158580832837,0.186918101488923
"15",0.980766327500026,0.813596993644503,0.741740414426164,0.845768433437566,0.942766020155605
"16",1.026011628169,0.883345782934871,0.751229198915906,0.876900275859115,0.9016304132618
"17",0.957357704445348,0.581635188378248,0.345318655939031,0.698478002523845,0.98168240772958
"18",0.30939938488094,0.799859256484768,0.290983298226593,0.387991746208556,0.497643184439559
"19",0.810024375653233,0.627665749762096,0.596283899288803,0.946838953894173,0.629799408029317
"20",1.0230236879629,0.413996998709405,0.492931251634597,0.801655891177879,0.759426072977294
"21",1.49560813924694,1.04319725674004,1.26698872293695,0.512483289553598,1.08389660511209
"22",1.24261888399093,1.55236877568459,1.49439865925459,1.45821625108381,1.47284143982549
"23",0.905968679128756,0.606216589733248,0.765301460553279,1.13404121777976,0.938921099210988
"24",0.889140131399155,0.809919323104347,0.672717827877149,0.933193357571272,1.1311102411344
"25",1.41697538201636,1.04764114157289,0.854903161912885,1.07267000217994,1.1328043775101
"26",1.2477034148419,0.835072849884208,0.510431329716197,1.19231981841449,0.998665820370549
"27",1.70807277098303,1.11166389816528,0.838252429408939,1.62752808685187,1.59397708171514
"28",1.1625597465166,1.01344344449804,0.875999115882409,0.86765856908828,1.08114793971903
"29",0.372117733001458,0.791218154698804,0.661239159115381,0.837677602723895,0.88173253848063
"30",0.711666445368706,0.705887364678038,0.598454831538757,0.550187403113684,0.686354967003541
"31",0.945588066177464,0.754961166094284,0.644409667241452,0.86296996023384,0.727357828414984
"32",0.643759282249132,0.393109759040121,0.320383804863928,0.658004383857454,0.647295556771809
"33",1.37717403183309,1.21534231405232,1.0814687542705,1.41539005712339,1.4199902479139
"34",0.31061523639801,0.806488010936531,0.508574246380273,1.08883533564523,0.844904290788131
"35",0.541410118572983,0.146192969725098,0.263523494895375,0.424379186633322,0.282414154703411
"36",1.51350308668082,1.35774230292013,1.42999597599414,1.40566960804977,1.38774694847309
"37",0.787504665750922,0.742405458097916,0.718063100343586,1.07282998705484,0.912506649113294
"38",0.918336449520032,0.940103847838729,0.655805056081239,0.948644897409602,0.921321677451121
"39",1.02619923848966,0.636016581288893,0.486461082211318,0.864038929404971,0.802878928721371
"40",1.14383012858718,0.964204887906433,0.635446085819636,1.25936462828494,1.32195568144215
"41",1.00733504901951,1.18833118653117,0.628085638355719,1.32235681766857,1.18443911129616
"42",0.631576431552854,1.21777472936473,0.97850586191439,0.812663756834884,0.918016153420751
"43",0.723798805358066,0.84154930760647,0.890914429792459,0.432384611624301,0.887258097178373
"44",0.510720553163737,0.31472540163836,0.347202649305837,0.517339649859705,0.262327201521074
"45",0.780245813734575,0.479924441091616,0.353146176458408,0.808672983571092,0.863760443780063
"46",0.266147795885964,0.352934912418005,0.17523844359058,0.391694530490926,0.406500395237272
"47",1.47251563087836,1.28220850413477,1.10975187375761,1.29711945263804,1.33550657951002
"48",0.800979529149378,0.906528582446757,0.722008760500196,1.10125959071004,0.986636957870676
"49",0.928827606160986,0.996480934319069,0.906220246163384,0.997163765485044,0.874443304836744
"50",1.32995833530644,1.07480222491234,0.845110129400909,1.10753356511711,1.23328912900356
"51",0.895054087136228,0.466460557702871,0.475504147132591,0.66900842698969,0.776274430096752
"52",1.00330488963685,0.757526491463242,0.770827334612966,1.11376337360347,0.946610882716591
"53",1.46229598190529,1.4597781390188,1.10190356850471,1.71908544813029,1.53053732460961
"54",0.161266195636751,0.677749413110622,0.591146254353968,0.394289548266444,0.560707071765726
"55",1.21731606116635,0.908632293365248,0.866365469250491,0.951509435616527,0.995047779208583
"56",0.804364864704184,0.61391839788716,0.609504752250642,0.819384674083923,0.671535225182319
"57",1.33141263442393,0.87925406851469,0.664658867099241,0.729889198806423,0.8510598337563
"58",1.30253673426726,1.33224443175441,1.10838093860022,1.35123215263756,1.47774960813026
"59",1.23121357712417,1.16310397274726,1.07150325446344,1.44308552274995,1.23241535328055
"60",1.45028640684903,1.27067013545351,1.3032661718854,1.57660053925685,1.37044017618315
"61",1.08494499566382,0.765514553614555,0.562696672485919,0.827090419862666,0.79211729688949
"62",1.67564485516148,1.35688274079369,1.13001452413111,1.46308248980806,1.4207446339613
"63",1.00029047123522,1.06782813365696,0.983543703355123,1.1207638760497,1.10738924500939
"64",-0.00485905488507653,0.633447875736648,0.676813385845175,0.408385779573487,0.25721615921751
"65",1.37192088461109,1.30750861275371,1.03528935972519,1.43747932229373,1.46981679324053
"66",1.5581710882883,1.13439121680659,1.00714045061891,1.46481187545002,1.35865399060654
"67",1.16630965258407,0.85993268439165,0.709680689812154,1.253776636711,1.16024442123317
"68",0.898637961929363,1.04552477576666,0.905328558469622,1.21857700042328,1.27140600331633
"69",0.950556308008136,0.710697424376842,0.677917138557915,1.07879955571786,0.917591014955035
"70",1.30951103178091,1.1493634367215,0.924018153899932,1.54964883011171,1.37608364029964
"71",0.642372995628049,0.85524457579687,0.919524848784778,0.675603752382699,0.57385292303801
"72",0.960738398552687,0.965107207702724,0.514970723189923,1.25147387321231,1.1688365572209
"73",0.916508846545732,0.990968894165892,0.767732748803992,1.48565123414118,1.28280780578822
"74",0.697992348997127,0.613685466424254,0.614391181841183,0.660020724480004,0.562409150908081
"75",1.40785368639797,1.63738139779296,1.58034266197123,1.65561858211612,1.62042280738994
"76",1.46985671968674,0.693806548124194,0.709368506457006,0.816946019310454,1.05519334657115
"77",0.746167672009897,0.681055765836048,0.593516476058787,0.430994287724591,0.729746538066931
"78",0.779594550224366,0.827779454306709,0.776323181503349,1.06687402119163,1.02583818801658
"79",1.94954885715033,0.910834516170918,0.420020766779958,1.51115148073665,1.46356305166227
"80",1.62554305150308,1.27798648855263,1.31931492399202,1.09231172442142,1.31405559667672
"81",1.38210636636453,1.00514068712217,0.896128536051345,1.29971111211132,1.25403470862463
"82",0.891318209312005,1.18877164691102,1.11805600570379,1.04450014747259,1.18391477507005
"83",1.29317845539672,0.886343189891525,0.836731257699915,1.00666132719844,0.942241476751845
"84",0.734001669870476,0.698597976128044,0.680760210510564,0.749522113651578,0.737845025105427
"85",0.88540314038877,0.855386104687928,0.511310085182405,0.89065856645953,0.744303273954494
"86",1.01335989922807,1.21899707918102,1.05850861432723,1.0927060423059,1.05950978963881
"87",0.580978782170373,0.700454953772406,0.591190821189465,0.630842485275319,0.586776029003814
